Time	X	Y	Arm
255.8	3.28813	-0.658884	0
255.9	3.26315	-0.561114	0
256	3.06101	-0.499943	0
256.1	2.55244	-0.353221	0
256.2	2.19458	-0.255516	0
256.3	1.81052	-0.0767354	0
256.4	1.73747	-0.0702139	0
256.5	1.70235	-0.101309	0
256.6	1.75505	-0.0707164	0
256.7	1.76214	-0.0859166	0
256.8	1.7587	-0.084936	0
256.9	1.7923	-0.0910929	0
257	1.77426	-0.0953108	0
257.1	1.77313	-0.096048	0
257.2	1.73814	-0.0777476	0
257.3	1.86071	-0.0303532	0
257.4	2.48348	-0.18462	0
257.5	2.99132	-0.257595	0
257.6	3.08069	-0.218456	0
257.7	3.284	-0.257235	0
257.8	3.32015	-0.35031	0
257.9	3.11011	-0.265021	0
258	3.04858	-0.250278	0
258.1	2.65289	-0.137033	0
258.2	2.21697	-0.0127864	0
258.3	2.0287	0.107288	0
258.4	1.44489	0.15529	0
258.5	1.24541	-0.109798	0
258.6	0.81316	-0.204492	0
258.7	0.434167	-0.0837179	0
258.8	0.323495	-0.0968932	0
258.9	-0.0908913	-0.0163956	0
259	-0.344764	0.0539267	0
259.1	-0.900365	0.150382	0
259.2	-0.848932	0.153738	0
259.3	-0.806954	0.228954	0
259.4	-0.878833	0.243341	0
259.5	-0.532773	0.202826	0
259.6	-0.502085	0.231204	0
259.7	-0.462708	0.231154	0
259.8	-0.471247	0.228352	0
259.9	-0.465327	0.220369	0
260	-0.543566	0.235523	0
260.1	-0.772032	0.308384	0
260.2	-0.839879	0.328284	0
260.3	-0.857467	0.335249	0
260.4	-0.756254	0.326823	0
260.5	-0.34344	0.380321	0
260.6	-0.28008	0.300267	0
260.7	-0.455015	0.203509	0
260.8	-0.619173	0.227381	0
260.9	-2.01744	0.462759	0
261	-2.58826	0.447981	0
261.1	-3.61787	0.230455	0
261.2	-3.77713	0.242293	0
261.3	-3.47203	0.228475	0
261.4	-3.52984	0.11278	0
261.5	-3.74015	0.105769	0
261.6	-3.89527	0.113781	0
261.7	-4.38728	-0.139334	0
261.8	-4.95519	-0.261651	0
261.9	-5.58522	-0.465591	1
262	-5.87598	-0.56794	1
262.1	-5.86129	-0.594135	1
262.2	-5.66193	-0.603962	1
262.3	-5.78956	-0.619346	1
262.4	-5.69426	-0.589889	1
262.5	-4.94023	-0.402467	0
262.6	-4.07241	-0.210517	0
262.7	-3.2245	-0.0583609	0
262.8	-3.00079	0.0822067	0
262.9	-2.3316	0.430856	0
263	-2.14887	0.497075	0
263.1	-1.57588	0.725587	0
263.2	-1.15766	0.875513	0
263.3	-0.970169	0.912257	0
263.4	-0.83637	0.828801	0
263.5	-1.08221	0.663889	0
263.6	-1.17694	0.531866	0
263.7	-1.09967	0.477785	0
263.8	-0.992806	0.538129	0
263.9	-1.07038	0.583018	0
264	-1.07633	0.572387	0
264.1	-1.40013	0.479161	0
264.2	-1.55229	0.412876	0
264.3	-1.86641	0.389293	0
264.4	-1.70173	0.593402	0
264.5	-1.70441	0.915965	0
264.6	-1.57246	1.38371	0
264.7	-1.25742	1.26292	0
264.8	-0.937986	0.986797	0
264.9	-0.164118	0.0337623	0
265	0.0287696	-0.776634	0
265.1	-0.160541	-2.38335	0
265.2	-0.126985	-3.45321	0
265.3	-0.0217338	-4.21502	0
265.4	0.303137	-5.65451	-1
265.5	0.0587487	-5.63653	-1
265.6	-0.214548	-6.09096	-1
265.7	-0.449527	-6.3748	-1
265.8	-0.442957	-6.16902	-1
265.9	-0.501188	-6.10638	-1
266	-0.504896	-6.12003	-1
266.1	-0.422002	-6.07517	-1
266.2	-0.473375	-6.03872	-1
266.3	-0.612915	-6.08458	-1
266.4	-0.409659	-6.67834	-1
266.5	-0.196314	-7.29372	-1
266.6	0.00321932	-8.18598	-1
266.7	0.05202	-8.30277	-1
266.8	0.187811	-8.38397	-1
266.9	0.347482	-8.41541	-1
267	0.0865682	-8.71632	-1
267.1	-0.789178	-8.26858	-1
267.2	-0.702904	-8.3046	-1
267.3	-0.557826	-8.26784	-1
267.4	-0.141705	-7.90703	-1
267.5	0.486894	-8.60144	-1
267.6	0.432519	-8.00201	-1
267.7	0.67908	-6.4666	-1
267.8	0.901776	-5.94781	-1
267.9	0.979209	-5.89267	-1
268	0.958353	-5.93331	-1
268.1	1.20507	-6.07327	-1
268.2	1.36694	-5.88086	-1
268.3	2.14501	-4.92666	0
268.4	2.44919	-4.40193	0
268.5	2.59372	-4.18421	0
268.6	2.42908	-4.36454	0
268.7	2.15647	-4.51065	0
268.8	2.14907	-4.53768	0
268.9	2.26447	-4.39892	0
269	2.37	-4.36133	0
269.1	2.38943	-4.37358	0
269.2	2.44153	-4.3539	0
269.3	2.44904	-4.375	0
269.4	2.43535	-4.37727	0
269.5	2.44974	-4.35404	0
269.6	2.46712	-4.33346	0
269.7	2.49475	-4.33408	0
269.8	2.4777	-4.35252	0
269.9	2.43797	-4.41652	0
270	2.4856	-4.39138	0
270.1	2.45327	-4.28423	0
270.2	2.45585	-4.28398	0
270.3	2.41233	-4.35376	0
270.4	2.40686	-4.35953	0
270.5	2.23823	-4.62606	0
270.6	2.07182	-4.81368	0
270.7	1.96118	-4.94481	0
270.8	1.99826	-4.89064	0
270.9	2.04044	-4.78833	0
271	2.05229	-4.79105	0
271.1	1.94508	-4.93367	0
271.2	1.90801	-4.97053	0
271.3	2.05378	-4.83573	0
271.4	2.0083	-4.85989	0
271.5	2.25543	-4.67307	0
271.6	2.47842	-4.4999	0
271.7	2.78037	-4.46545	0
271.8	2.72881	-4.68033	0
271.9	3.00445	-4.84043	0
272	3.3349	-4.7662	0
272.1	3.62047	-4.54467	0
272.2	3.42998	-4.58585	0
272.3	3.28182	-4.59623	0
272.4	3.29312	-4.57197	0
272.5	3.35899	-4.3816	0
272.6	3.35478	-4.31251	0
272.7	3.22423	-4.23983	0
272.8	2.89661	-4.41824	0
272.9	2.38617	-4.55248	0
273	1.7509	-4.5085	0
273.1	1.73198	-4.35372	0
273.2	1.82979	-4.33358	0
273.3	2.13877	-4.30042	0
273.4	2.33558	-4.17016	0
273.5	2.575	-4.14256	0
273.6	2.58673	-4.13942	0
273.7	2.47657	-4.28687	0
273.8	2.45866	-4.30717	0
273.9	2.44303	-4.30241	0
274	2.5152	-4.23394	0
274.1	2.53124	-4.23651	0
274.2	2.50023	-4.24507	0
274.3	2.40528	-4.37505	0
274.4	2.38599	-4.40053	0
274.5	2.39887	-4.3841	0
274.6	2.41735	-4.37554	0
274.7	2.49619	-4.26397	0
274.8	2.53375	-4.22157	0
274.9	2.46349	-4.27638	0
275	2.4203	-4.31746	0
275.1	2.13533	-4.5968	0
275.2	1.63644	-5.08717	-1
275.3	0.688058	-6.26345	-1
275.4	0.277798	-6.65769	-1
275.5	-0.281603	-6.86595	-1
275.6	-0.445455	-6.89506	-1
275.7	-0.043845	-6.68891	-1
275.8	0.305311	-6.63119	-1
275.9	1.02041	-6.39059	-1
276	1.07012	-6.40219	-1
276.1	0.995997	-6.34464	-1
276.2	1.05305	-6.35991	-1
276.3	1.4942	-6.08202	-1
276.4	1.61211	-5.92069	-1
276.5	1.90859	-5.6812	-1
276.6	2.01125	-5.53267	-1
276.7	2.10354	-5.37861	-1
276.8	2.17159	-5.31047	-1
276.9	2.08571	-5.38544	-1
277	1.93812	-5.4456	-1
277.1	1.10991	-5.13741	-1
277.2	0.334512	-4.81981	0
277.3	-1.1038	-4.81218	0
277.4	-1.36689	-4.43198	0
277.5	-1.49659	-4.18059	0
277.6	-1.56845	-3.98021	0
277.7	-1.58025	-3.99328	0
277.8	-1.56499	-4.12555	0
277.9	-1.56905	-4.06706	0
278	-1.68067	-3.9137	0
278.1	-1.7438	-3.84284	0
278.2	-1.83707	-3.69647	0
278.3	-1.99736	-3.58113	0
278.4	-2.33375	-3.34377	0
278.5	-2.43883	-3.10871	0
278.6	-2.60162	-2.83605	0
278.7	-2.43192	-2.97933	0
278.8	-2.46086	-2.93567	0
278.9	-2.55911	-2.83137	0
279	-2.63207	-2.74422	0
279.1	-2.59709	-2.55827	0
279.2	-2.5969	-2.39379	0
279.3	-2.99389	-1.84782	0
279.4	-3.98113	-0.896214	0
279.5	-4.4872	-0.790131	0
279.6	-4.88424	-0.698499	0
279.7	-5.16202	-0.592738	1
279.8	-5.07769	-0.811022	1
279.9	-4.95014	-0.96751	0
280	-4.88234	-1.17959	0
280.1	-4.68802	-1.23696	0
280.2	-4.60014	-1.35662	0
280.3	-4.94962	-1.4016	0
280.4	-4.93496	-1.39414	0
280.5	-4.9929	-1.43147	0
280.6	-5.01788	-1.37356	1
280.7	-4.99828	-1.32287	0
280.8	-4.94616	-1.39198	0
280.9	-4.90964	-1.42365	0
281	-5.06592	-1.2964	1
281.1	-5.34375	-1.26374	1
281.2	-5.5781	-0.917436	1
281.3	-5.38995	-0.95185	1
281.4	-4.9412	-1.04375	0
281.5	-4.79491	-1.03718	0
281.6	-4.57257	-1.07325	0
281.7	-4.49569	-1.05032	0
281.8	-4.46291	-1.0737	0
281.9	-4.42646	-1.06382	0
282	-4.67324	-1.03048	0
282.1	-4.70838	-1.08019	0
282.2	-4.91836	-0.832925	0
282.3	-5.02475	-0.756488	1
282.4	-4.44842	-0.988245	0
282.5	-4.31535	-0.84505	0
282.6	-4.55531	-0.972724	0
282.7	-4.68375	-1.00103	0
282.8	-4.67284	-1.03967	0
282.9	-5.07913	-1.01268	1
283	-5.38771	-0.844027	1
283.1	-5.27057	-0.969562	1
283.2	-5.04857	-1.04187	1
283.3	-4.9754	-1.09824	0
283.4	-5.0851	-0.977426	1
283.5	-5.1249	-1.01036	1
283.6	-5.01078	-1.1321	1
283.7	-4.80868	-1.14444	0
283.8	-4.68896	-1.09326	0
283.9	-4.69285	-1.06055	0
284	-4.69967	-1.05219	0
284.1	-4.76406	-1.01094	0
284.2	-4.829	-0.891176	0
284.3	-4.79043	-0.818573	0
284.4	-5.31855	-0.4664	1
284.5	-6.5345	-0.26274	1
284.6	-7.04507	-0.556103	1
284.7	-7.47096	-0.629099	1
284.8	-8.31641	-0.542264	1
284.9	-8.50223	-0.562398	1
285	-8.68944	-0.532485	1
285.1	-8.8615	-0.534571	1
285.2	-9.00316	-0.468775	1
285.3	-8.9892	-0.411343	1
285.4	-10.2962	-0.444535	1
285.5	-11.417	-0.572499	1
285.6	-12.4655	-0.790815	1
285.7	-15.545	-1.08512	1
285.8	-18.636	-0.560289	1
285.9	-19.8949	-0.454816	1
286	-21.4096	-0.595505	1
286.1	-25.2372	-0.758844	1
286.2	-26.763	-0.682197	1
286.3	-29.7408	0.214708	1
286.4	-31.342	0.772417	1
286.5	-33.8357	0.859796	1
286.6	-35.248	0.419598	1
286.7	-38.8863	0.168702	1
286.8	-40.1077	0.156443	1
286.9	-42.3056	0.649954	1
287	-43.3422	1.12067	1
287.1	-43.6054	1.26219	1
287.2	-44.2521	1.27988	1
287.3	-44.6014	1.08914	1
287.4	-45.2965	1.02676	1
287.5	-45.535	0.986359	1
287.6	-45.625	0.942214	1
287.7	-45.6037	0.94022	1
287.8	-45.5162	0.855464	1
287.9	-45.5346	0.856714	1
288	-45.5782	0.859231	1
288.1	-45.5752	0.838015	1
288.2	-45.5542	0.800436	1
288.3	-45.5788	0.806889	1
288.4	-45.6125	0.806411	1
288.5	-45.6824	0.807582	1
288.6	-45.6347	0.798357	1
288.7	-45.6442	0.776796	1
288.8	-45.2968	0.765992	1
288.9	-45.4826	0.773875	1
289	-45.7017	0.536932	1
289.1	-45.9943	0.319407	1
289.2	-46.2686	0.0417274	1
289.3	-46.1404	-0.0624072	1
289.4	-46.3378	-0.0637885	1
289.5	-46.2231	-0.106975	1
289.6	-46.0816	-0.162186	1
289.7	-46.1636	-0.00504157	1
289.8	-46.3706	0.162476	1
289.9	-46.5749	0.232425	1
290	-46.62	0.268747	1
290.1	-46.7701	0.278659	1
290.2	-46.9103	0.278263	1
290.3	-46.9982	0.227402	1
290.4	-47.3386	0.274746	1
290.5	-47.5555	0.226871	1
290.6	-47.8038	0.191553	1
290.7	-47.8437	0.180085	1
290.8	-47.9947	0.195763	1
290.9	-47.9141	0.262447	1
291	-47.753	0.231114	1
291.1	-47.7383	0.210383	1
291.2	-47.4412	0.144946	1
291.3	-47.278	0.116737	1
291.4	-46.9038	0.102646	1
291.5	-46.7866	0.0518949	1
291.6	-46.641	-0.0965912	1
291.7	-46.5357	-0.111659	1
291.8	-46.0924	0.125346	1
291.9	-45.8608	0.254649	1
292	-45.132	0.429856	1
292.1	-44.8404	0.415397	1
292.2	-44.4132	0.387308	1
292.3	-43.8799	0.347184	1
292.4	-43.0531	0.277794	1
292.5	-42.6636	0.246212	1
292.6	-42.2117	0.0226472	1
292.7	-42.031	-0.0095356	1
292.8	-41.9792	0.0120684	1
292.9	-41.9632	-0.072669	1
293	-42.0053	-0.145087	1
293.1	-42.0869	-0.121343	1
293.2	-42.0381	-0.0877689	1
293.3	-42.1817	-0.107337	1
293.4	-42.1902	-0.145327	1
293.5	-42.22	-0.133227	1
293.6	-42.2345	-0.122672	1
293.7	-42.2084	-0.122276	1
293.8	-42.2565	-0.096925	1
293.9	-42.5197	0.0570328	1
294	-42.5901	0.0809724	1
294.1	-42.6441	0.0860006	1
294.2	-42.7738	0.0398308	1
294.3	-42.9637	-0.00328084	1
294.4	-43.1849	0.000925926	1
294.5	-43.4829	-0.0207497	1
294.6	-44.6194	0.198475	1
294.7	-44.8632	0.369593	1
294.8	-44.0991	0.29235	1
294.9	-43.4146	0.080198	1
295	-43.8199	-0.302754	1
295.1	-44.5792	-0.313498	1
295.2	-44.283	-0.40181	1
295.3	-43.8623	-0.405523	1
295.4	-43.649	-0.516226	1
295.5	-43.3861	-0.690263	1
295.6	-42.2069	-0.641491	1
295.7	-41.7051	-0.555787	1
295.8	-40.883	-0.407339	1
295.9	-40.0969	-0.341142	1
296	-38.0932	-0.551421	1
296.1	-37.1323	-0.382834	1
296.2	-37.5404	-0.429047	1
296.3	-38.3254	-0.542449	1
296.4	-38.2565	-0.589362	1
296.5	-38.3106	-0.59684	1
296.6	-38.3421	-0.592205	1
296.7	-38.3238	-0.564082	1
296.8	-38.1551	-0.435334	1
296.9	-38.1129	-0.436769	1
297	-38.1935	-0.456921	1
297.1	-38.1964	-0.476582	1
297.2	-38.2152	-0.471192	1
297.3	-38.0821	-0.332731	1
297.4	-37.8469	-0.237169	1
297.5	-37.7382	-0.193548	1
297.6	-38.1801	-0.25578	1
297.7	-38.0167	-0.18794	1
297.8	-37.6167	-0.166875	1
297.9	-36.1269	0.203519	1
298	-34.8787	-0.21337	1
298.1	-33.7988	-0.360763	1
298.2	-32.6591	-0.332478	1
298.3	-29.1754	-0.161083	1
298.4	-23.8143	-0.122968	1
298.5	-21.4971	-0.0173267	1
298.6	-19.1021	0.0531284	1
298.7	-13.7441	-0.636129	1
298.8	-9.39442	-1.4795	1
298.9	-8.0968	-1.41367	1
299	-6.73914	-1.31971	1
299.1	-4.2727	-1.19019	0
299.2	-1.82503	-1.46807	0
299.3	-1.1567	-0.656975	0
299.4	-0.905243	0.621685	0
299.5	-0.0301583	3.46887	0
299.6	1.04311	6.66624	-1
299.7	1.0429	7.2892	-1
299.8	0.744476	7.20909	-1
299.9	0.854331	7.25098	-1
300	0.825853	8.02811	-1
300.1	0.930609	8.38857	-1
300.2	1.1932	8.73174	-1
300.3	1.01093	8.58934	-1
300.4	0.268076	10.1405	-1
300.5	-0.226875	10.2072	-1
300.6	-0.673569	8.38176	-1
300.7	-0.727071	7.87425	-1
300.8	-0.767524	7.86664	-1
300.9	-0.820854	8.05402	-1
301	-0.9682	8.34952	-1
301.1	-0.961105	8.27283	-1
301.2	-0.975337	8.21573	-1
301.3	-0.964648	8.23202	-1
301.4	-0.948138	8.15211	-1
301.5	-0.941851	8.14028	-1
301.6	-0.946439	8.11218	-1
301.7	-0.95355	8.14998	-1
301.8	-0.956246	8.14325	-1
301.9	-0.951677	8.12869	-1
302	-0.93944	8.14289	-1
302.1	-0.908052	8.1376	-1
302.2	-0.87009	8.08237	-1
302.3	-0.858399	8.10493	-1
302.4	-0.828256	8.1716	-1
302.5	-0.838272	8.16101	-1
302.6	-0.806128	8.10467	-1
302.7	-0.810799	8.08419	-1
302.8	-0.832037	8.0777	-1
302.9	-0.843081	8.06854	-1
303	-0.838827	8.03082	-1
303.1	-0.830007	8.07602	-1
303.2	-0.827478	8.07606	-1
303.3	-0.830086	8.07758	-1
303.4	-0.806438	8.06938	-1
303.5	-0.801215	8.05709	-1
303.6	-0.802944	8.06887	-1
303.7	-0.804718	8.07105	-1
303.8	-0.827628	8.06605	-1
303.9	-0.953482	8.62491	-1
304	-1.16711	8.91368	-1
304.1	-1.05753	8.84549	-1
304.2	-0.981014	8.96552	-1
304.3	-0.99405	8.96423	-1
304.4	-1.00446	8.91646	-1
304.5	-1.00518	8.90641	-1
304.6	-1.04532	8.81046	-1
304.7	-1.05286	8.76966	-1
304.8	-1.06044	8.79208	-1
304.9	-1.06461	8.76381	-1
305	-1.08775	8.71297	-1
305.1	-1.00303	8.68923	-1
305.2	-0.826982	8.73055	-1
305.3	-0.769768	8.83441	-1
305.4	-0.706403	9.04866	-1
305.5	-0.693665	9.06351	-1
305.6	-0.661586	9.05843	-1
305.7	-0.667772	9.06176	-1
305.8	-0.676044	9.11591	-1
305.9	-0.669391	9.14588	-1
306	-0.674413	9.14675	-1
306.1	-0.700689	9.13032	-1
306.2	-0.684094	9.10203	-1
306.3	-0.69151	9.08529	-1
306.4	-0.686626	9.10423	-1
306.5	-0.689708	9.0947	-1
306.6	-0.722304	9.00371	-1
306.7	-0.721099	8.97925	-1
306.8	-0.729407	8.96955	-1
306.9	-0.746904	8.94659	-1
307	-0.681995	9.09547	-1
307.1	-0.70546	9.03047	-1
307.2	-0.707922	9.04057	-1
307.3	-0.706713	9.03168	-1
307.4	-0.704736	9.0382	-1
307.5	-0.704575	9.0376	-1
307.6	-0.715648	9.01669	-1
307.7	-0.706091	9.0347	-1
307.8	-0.718396	9.04396	-1
307.9	-0.70586	9.06029	-1
308	-0.708979	9.04781	-1
308.1	-0.71176	9.03467	-1
308.2	-0.728227	9.01057	-1
308.3	-0.713037	9.03926	-1
308.4	-0.703422	9.0316	-1
308.5	-0.702497	9.0232	-1
308.6	-0.724015	8.99251	-1
308.7	-0.716102	8.99399	-1
308.8	-0.70156	9.04134	-1
308.9	-0.668679	9.12168	-1
309	-0.561211	9.43632	-1
309.1	-0.453874	9.52132	-1
309.2	-0.230192	9.75415	-1
309.3	-0.199921	9.76604	-1
309.4	-0.35396	9.66609	-1
309.5	-0.511358	9.45598	-1
309.6	-0.670337	9.29423	-1
309.7	-0.7653	9.07804	-1
309.8	-0.863699	8.91089	-1
309.9	-0.865379	8.90357	-1
310	-0.722583	8.98293	-1
310.1	-0.738746	8.9824	-1
310.2	-0.768477	9.03167	-1
310.3	-0.804592	9.04381	-1
310.4	-0.824689	9.06293	-1
310.5	-0.842133	9.05843	-1
310.6	-0.837292	9.09115	-1
310.7	-0.866942	9.04934	-1
310.8	-0.864275	9.07757	-1
310.9	-0.852059	9.09974	-1
311	-0.855042	9.04716	-1
311.1	-0.854698	9.06192	-1
311.2	-0.83346	9.10341	-1
311.3	-0.853633	9.04169	-1
311.4	-0.821029	9.09996	-1
311.5	-0.830478	9.0818	-1
311.6	-0.829048	9.06227	-1
311.7	-0.824433	9.03419	-1
311.8	-0.78719	9.10225	-1
311.9	-0.789886	9.00312	-1
312	-0.802333	8.96191	-1
312.1	-0.781321	8.98147	-1
312.2	-0.7271	9.07974	-1
312.3	-0.764903	9.04104	-1
312.4	-0.751543	9.07886	-1
312.5	-0.740434	9.11457	-1
312.6	-0.745482	9.06861	-1
312.7	-0.709323	9.08348	-1
312.8	-0.647232	9.09663	-1
312.9	-0.424306	9.11728	-1
313	-0.298594	9.05511	-1
313.1	-0.248049	9.07018	-1
313.2	-0.0283265	9.04473	-1
313.3	0.263267	9.16748	-1
313.4	0.400809	9.1463	-1
313.5	0.58068	9.10499	-1
313.6	0.596941	9.15543	-1
313.7	0.667523	9.38912	-1
313.8	0.76987	9.50053	-1
313.9	0.880819	9.79663	-1
314	0.863433	9.94411	-1
314.1	0.896	9.91357	-1
314.2	0.865008	9.90746	-1
314.3	0.82173	9.96941	-1
314.4	0.832188	9.97133	-1
314.5	0.836913	9.95319	-1
314.6	0.976623	9.81705	-1
314.7	0.969432	9.85917	-1
314.8	0.920661	9.92314	-1
314.9	0.91811	9.92615	-1
315	1.04146	9.62599	-1
315.1	1.34533	9.34198	-1
315.2	1.42222	9.27282	-1
315.3	1.45934	9.05821	-1
315.4	1.50134	9.0346	-1
315.5	1.40832	9.05227	-1
315.6	1.39418	9.08292	-1
315.7	1.3737	9.08148	-1
315.8	1.04316	9.10867	-1
315.9	0.698625	9.29022	-1
316	0.359409	9.52504	-1
316.1	0.309825	9.53313	-1
316.2	0.259734	9.58131	-1
316.3	0.246373	9.64249	-1
316.4	0.255578	9.64383	-1
316.5	0.24403	9.64474	-1
316.6	0.248091	9.63093	-1
316.7	0.245462	9.64215	-1
316.8	0.236522	9.63352	-1
316.9	0.232779	9.61979	-1
317	0.233959	9.63936	-1
317.1	0.23911	9.65566	-1
317.2	0.226267	9.60998	-1
317.3	0.221501	9.562	-1
317.4	0.240125	9.60204	-1
317.5	0.240125	9.60204	-1
317.6	0.250933	9.84238	-1
317.7	0.451539	10.2972	-1
317.8	0.456472	10.3431	-1
317.9	0.434002	10.3536	-1
318	0.394067	10.3533	-1
318.1	0.44947	10.5521	-1
318.2	0.466013	10.8139	-1
318.3	0.524902	11.0747	-1
318.4	0.367455	11.4643	-1
318.5	0.390521	11.5211	-1
318.6	0.330961	11.4329	-1
318.7	0.189825	11.5075	-1
318.8	0.010838	11.3952	-1
318.9	-0.246632	11.3211	-1
319	-0.441184	11.3418	-1
319.1	-0.321958	11.4326	-1
319.2	-0.189788	11.6028	-1
319.3	-0.144452	11.687	-1
319.4	-0.00135135	11.7789	-1
319.5	0.0763636	11.8637	-1
319.6	0.0290181	11.7667	-1
319.7	0.00668464	11.1358	-1
319.8	0.261954	11.1899	-1
319.9	0.487223	11.3707	-1
320	0.614586	11.6578	-1
320.1	0.451252	11.4926	-1
320.2	0.24807	11.0313	-1
320.3	-0.165049	10.4606	-1
320.4	-0.238303	10.5658	-1
320.5	-0.194809	10.8238	-1
320.6	0.0327147	11.0156	-1
320.7	0.268399	11.2402	-1
320.8	0.430328	11.2048	-1
320.9	0.533305	11.2142	-1
321	0.578753	11.3673	-1
321.1	0.594185	11.4344	-1
321.2	0.581447	11.4256	-1
321.3	0.70097	11.7947	-1
321.4	0.710822	12.117	-1
321.5	0.623044	12.5108	-1
321.6	0.617092	12.6589	-1
321.7	0.525914	12.8597	-1
321.8	0.368072	13.0143	-1
321.9	-0.273418	13.3008	-1
322	-0.409353	13.3924	-1
322.1	-0.325547	13.4467	-1
322.2	-0.0924008	13.4733	-1
322.3	0.1005	13.3953	-1
322.4	0.134515	13.3977	-1
322.5	0.130891	13.4616	-1
322.6	0.206048	13.5132	-1
322.7	0.151983	13.4933	-1
322.8	0.204125	13.5179	-1
322.9	0.202265	13.4829	-1
323	0.146722	13.4573	-1
323.1	0.16585	13.4648	-1
323.2	0.218848	13.447	-1
323.3	0.0809646	12.4398	-1
323.4	-0.126202	11.6921	-1
323.5	0.181572	10.2585	-1
323.6	0.250727	9.90275	-1
323.7	0.206149	9.77462	-1
323.8	0.205538	9.90411	-1
323.9	0.224252	9.89803	-1
324	0.208968	9.92913	-1
324.1	0.202701	9.9197	-1
324.2	0.221165	9.91685	-1
324.3	0.168738	9.8702	-1
324.4	0.125237	9.90544	-1
324.5	0.127612	9.9145	-1
324.6	0.110997	9.92298	-1
324.7	0.0803285	9.87697	-1
324.8	0.0216905	9.8193	-1
324.9	-0.246351	9.48596	-1
325	-0.462229	9.36968	-1
325.1	-0.659648	9.27021	-1
325.2	-0.635967	9.1995	-1
325.3	-0.652935	9.1928	-1
325.4	-0.665646	9.22528	-1
325.5	-0.649392	9.29264	-1
325.6	-0.679229	9.2666	-1
325.7	-0.691281	9.22074	-1
325.8	-0.66483	9.32973	-1
325.9	-0.665847	9.36671	-1
326	-0.762246	9.25587	-1
326.1	-1.08891	8.85909	-1
326.2	-1.35712	8.63545	-1
326.3	-1.94966	8.10179	-1
326.4	-2.1865	7.85426	-1
326.5	-2.6812	7.27451	-1
326.6	-2.7796	7.0957	-1
326.7	-2.49663	7.26616	-1
326.8	-2.42821	7.32741	-1
326.9	-2.16342	7.46325	-1
327	-2.04321	7.57262	-1
327.1	-2.10363	7.54261	-1
327.2	-2.10028	7.52712	-1
327.3	-2.0879	7.52049	-1
327.4	-2.14377	7.50588	-1
327.5	-2.0856	7.52237	-1
327.6	-2.09677	7.53614	-1
327.7	-2.14906	7.48763	-1
327.8	-2.22348	7.50136	-1
327.9	-2.29309	7.45306	-1
328	-2.37397	7.44624	-1
328.1	-2.52455	7.37753	-1
328.2	-2.47639	7.4005	-1
328.3	-2.47262	7.45305	-1
328.4	-2.48276	7.44941	-1
328.5	-2.49161	7.44065	-1
328.6	-2.46535	7.48432	-1
328.7	-2.41712	7.47908	-1
328.8	-2.37445	7.50114	-1
328.9	-2.53014	7.39457	-1
329	-2.79162	7.38713	-1
329.1	-2.77119	7.36831	-1
329.2	-2.52242	7.48349	-1
329.3	-2.00983	7.64312	-1
329.4	-1.75908	7.61279	-1
329.5	-1.47669	7.75542	-1
329.6	-1.55158	7.68572	-1
329.7	-1.66971	7.64043	-1
329.8	-1.63276	7.78355	-1
329.9	-1.65494	7.73524	-1
330	-1.66405	7.75032	-1
330.1	-1.68532	7.74969	-1
330.2	-1.74086	7.65387	-1
330.3	-1.66648	7.75246	-1
330.4	-1.33177	8.14107	-1
330.5	-1.13085	8.3766	-1
330.6	-0.738786	8.63603	-1
330.7	-0.229925	8.65885	-1
330.8	-0.104533	8.52939	-1
330.9	0.19951	8.44374	-1
331	0.285893	8.4868	-1
331.1	0.446865	8.31572	-1
331.2	0.413117	8.36217	-1
331.3	0.391409	8.36426	-1
331.4	0.424017	8.51103	-1
331.5	0.692752	8.31816	-1
331.6	0.840612	8.22731	-1
331.7	0.897196	7.933	-1
331.8	0.965362	7.59295	-1
331.9	1.07525	7.35856	-1
332	1.34983	6.85991	-1
332.1	1.54442	6.43144	-1
332.2	1.57322	6.31628	-1
332.3	1.56688	6.24778	-1
332.4	1.57702	6.28503	-1
332.5	1.48664	6.29436	-1
332.6	1.38998	6.22121	-1
332.7	0.963832	6.04588	-1
332.8	0.781942	5.91893	-1
332.9	0.724225	5.3709	-1
333	0.916029	4.41603	0
333.1	1.05549	4.15279	0
333.2	1.07738	3.68126	0
333.3	0.911659	2.27598	0
333.4	0.699613	1.26288	0
333.5	0.567726	-0.631904	0
333.6	0.471097	-2.12098	0
333.7	0.408169	-5.92372	-1
333.8	0.346813	-7.72042	-1
333.9	0.0422637	-11.3722	-1
334	-0.172783	-13.1245	-1
334.1	-0.44772	-15.1513	-1
334.2	-0.15571	-19.1656	-1
334.3	-0.398871	-23.7205	-1
334.4	-0.739476	-27.1074	-1
334.5	 	 	-1
334.6	 	 	-1
334.7	 	 	-1
334.8	 	 	-1
334.9	 	 	-1
335	 	 	-1
335.1	 	 	-1
335.2	 	 	-1
335.3	 	 	-1
335.4	 	 	-1
335.5	 	 	-1
335.6	 	 	-1
335.7	 	 	-1
335.8	 	 	-1
335.9	 	 	-1
336	 	 	-1
336.1	 	 	-1
336.2	 	 	-1
336.3	 	 	-1
336.4	 	 	-1
336.5	 	 	-1
336.6	 	 	-1
336.7	 	 	-1
336.8	 	 	-1
336.9	 	 	-1
337	 	 	-1
337.1	 	 	-1
337.2	 	 	-1
